Page,Route,Slide / section,Source paragraph,Source heading,Source body,Source CTA / links,Treatment,Current representation,Not reproduced verbatim by standard renderer,Stored in pages.json,Implementation file
29,/enterprise/contact,HERO,1210,Tell Us About Your Environment.,"Share the priorities, systems, scale, and governance requirements shaping your evaluation.",CTA: Request a Conversation,Verbatim extract,"Tell Us About Your Environment. | Share the priorities, systems, scale, and governance requirements shaping your evaluation.",,Yes,src/pages/ContentPage.tsx
29,/enterprise/contact,SECTION 2,1214,Your Organization,"Organization
Sector
Team or user scale
Regions",,Partial extract,Your Organization | Organization | Sector | Team or user scale,Regions,Yes,src/pages/ContentPage.tsx
29,/enterprise/contact,SECTION 3,1220,Your Objective,"Primary outcome
Current operating challenge
Capabilities in scope
Timeline",,Partial extract,Your Objective | Primary outcome | Current operating challenge | Capabilities in scope,Timeline,Yes,src/pages/ContentPage.tsx
29,/enterprise/contact,SECTION 4,1226,Your Environment,"Current systems
Integration needs
Security or governance requirements
Deployment considerations",,Partial extract,Your Environment | Current systems | Integration needs | Security or governance requirements,Deployment considerations,Yes,src/pages/ContentPage.tsx
29,/enterprise/contact,SECTION 5,1232,Next Step,"Choose a product conversation, technical review, or organizational demo.",CTA: Request a Conversation,Verbatim extract,"Next Step | Choose a product conversation, technical review, or organizational demo.",,Yes,src/pages/ContentPage.tsx
30,/demo,HERO,1242,See How LAMID ONE Adapts.,"Explore how the same Human-AI Growth OS adapts across individual, business, team, and organizational contexts while carrying relevant change forward over time.",CTA: Start the Demo  |  Request an Organizational Demo,Verbatim extract,"See How LAMID ONE Adapts. | Explore how the same Human-AI Growth OS adapts across individual, business, team, and organizational contexts while carrying relevant change forward over time.",,Yes,src/pages/ContentPage.tsx
30,/demo,SECTION 2,1246,Choose a Context,"Individual
Professional
Creator
Founder
Team
SME
Enterprise
Institution",,Partial extract,Choose a Context | Individual | Professional | Creator,"Founder
Team
SME
Enterprise
Institution",Yes,src/pages/ContentPage.tsx
30,/demo,SECTION 3,1256,See the Core Operating Cycle,"Clarity
Capability
Consistency
Outcome: Growth",,Partial extract,See the Core Operating Cycle | Clarity | Consistency | Outcome: Growth,Capability,Yes,src/pages/ContentPage.tsx
30,/demo,SECTION 4,1262,Meet the Companion,"See how objective, current context, and relevant changes since the previous state shape what appears next.",,Verbatim extract,"Meet the Companion | See how objective, current context, and relevant changes since the previous state shape what appears next.",,Yes,src/pages/ContentPage.tsx
30,/demo,SECTION 5,1265,Go Deeper,"Reveal financial, diagnostic, people, opportunity, workflow, or organizational intelligence only when the scenario requires it.",,Verbatim extract,"Go Deeper | Reveal financial, diagnostic, people, opportunity, workflow, or organizational intelligence only when the scenario requires it.",,Yes,src/pages/ContentPage.tsx
30,/demo,SECTION 6,1268,Plan a Team Expansion,"Watch the OS connect the objective to financial, people, opportunity, and workflow context, then show how the decision frame updates as those inputs change.",,Verbatim extract,"Plan a Team Expansion | Watch the OS connect the objective to financial, people, opportunity, and workflow context, then show how the decision frame updates as those inputs change.",,Yes,src/pages/ContentPage.tsx
30,/demo,SECTION 7,1271,One Demo. Different Relevant Depth.,"Use the same product journey to show how personal, professional, business, team, enterprise, and institutional contexts reveal different depth while the operating context remains continuous.",CTA: Start the Demo,Verbatim extract,"One Demo. Different Relevant Depth. | Use the same product journey to show how personal, professional, business, team, enterprise, and institutional contexts reveal different depth while the operating context remains continuous.",,Yes,src/pages/ContentPage.tsx
31,/demo/request,HERO,1281,Explore LAMID ONE in Your Organizational Context.,"Tell us what you are trying to improve, decide, or coordinate. We will shape the demo around those priorities.",CTA: Request Your Demo,Verbatim extract,"Explore LAMID ONE in Your Organizational Context. | Tell us what you are trying to improve, decide, or coordinate. We will shape the demo around those priorities.",,Yes,src/pages/ContentPage.tsx
